@type,name,typeCommunecter,image,url_communecter,url_api,address_@type,address_streetAddress,address_postalCode,address_addressLocality,address_codeInsee,address_addressCountry,geo_@type,geo_latitude,geo_longitude,description,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7,tags_8,tags_9,slug,url_website,tags_10,tags_11,tags_12,tags_13,shortDescription,email
Organization,Le p'tit caillé,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/58f8826340bb4ee125e905a6/le-petit-caillYo.png,https://www.communecter.org/#@lePtitCaille,https://www.communecter.org/api/organization/get/id/58f8826340bb4ee125e905a6,PostalAddress,129 Boulevard de Fourmies,59100,ROUBAIX,59512,FR,GeoCoordinates,50.68888900,3.18427000,"Petite fromagerie qui propose une cinquantaine de fromages à la découpe mais aussi de la charcuterie, des produits laitiers type beurre, crème. Les contenants sont les bienvenus !",Épicerie,fromagerie,charcuterie,A la découpe,Vrac,zéro déchet,accepte contenant,sans emballage,alimentation, ,lePtitCaille, , , , , , , 
Organization,Biocoop Lumière,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/590c7eeb40bb4eeb43f5e7d4/logo-magasin.png,https://www.communecter.org/#@biocoopLumiere,https://www.communecter.org/api/organization/get/id/590c7eeb40bb4eeb43f5e7d4,PostalAddress,80 avenue des frères Lumière,69008,LYON 8E ARRONDISSEMENT,69388,FR,GeoCoordinates,45.73153860,4.86961650, ,Vrac,Épicerie,Produits biologiques,Accepte Contenant,MCMD, , , , , ,biocoopLumiere,http://www.biocooplyonlumiere.fr/, , , , ,"Alimentation biologique et écoproduits

Lundi : 14h30 / 19h30, Mardi, Mercredi, Jeudi, Vendredi, Samedi : 08h30 / 19h30,  Dimanche : Fermé", 
Organization,BIOVIVEO MONTGERON,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/591b4bb440bb4e482ccde474/1326929315942793308642066863757125562403030n.jpg,https://www.communecter.org/#@bioviveoMontgeron,https://www.communecter.org/api/organization/get/id/591b4bb440bb4e482ccde474,PostalAddress,38 avenue Jean Jaurès,91230,MONTGERON,91421,FR,GeoCoordinates,48.718236,2.444776, ,Produits biologiques,Vrac,Accepte Contenant,Épicerie, , , , , , ,bioviveoMontgeron,http://www.bioviveo.coop, , , , ,"L, M, M, J, V : 10H00 - 13H00 / 14H30 - 19H30, Samedi : 09H00 - 19H30, Dimanche : fermé 
01 69 52 53 53", 
Organization,Boucherie Huet,LocalBusiness, ,https://www.communecter.org/#@boucherieHuet,https://www.communecter.org/api/organization/get/id/5935970e40bb4e2b71e2080d,PostalAddress,36 rue du Maréchal Foch,78000,VERSAILLES,78646,FR,GeoCoordinates,48.809346,2.133831, ,Accepte Contenant,Boucherie, , , , , , , , ,boucherieHuet, , , , , ,"du mardi au vendredi : 07h00 à 13h00 - 16h00 à 20h00
samedi : 07h00 à 20h00
dimanche : 07h00 à 13h00", 
Organization,Day by Day Strasbourg,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594d365640bb4e1c3087aa77/logo-dbd.jpg,https://www.communecter.org/#@dayByDayStrasbourg,https://www.communecter.org/api/organization/get/id/594d365640bb4e1c3087aa77,PostalAddress,90 Route du Polygone,67100,STRASBOURG,67482,FR,GeoCoordinates,48.565835,7.759081, ,Droguerie,Cosmétique,Vrac,Épicerie,100% Vrac,Produits biologiques,Accepte Contenant,Stück,AccepteAffiche, ,dayByDayStrasbourg,https://www.facebook.com/dbdstrasbourg/, , , , ,"Epicerie 100% Vrac : accepte les contenants 
Mardi - Vendredi : 09h30 à 19h
Samedi : 15h à 18h30
Fermé Dimanche et Lundi",daybyday.strasbourg@gmail.com
Organization,La Ressource,LocalBusiness, ,https://www.communecter.org/#@laRessource,https://www.communecter.org/api/organization/get/id/594e0fc140bb4eba4a87aaaf,PostalAddress,22 rue de Chambéry,73100,AIX LES BAINS,73008,FR,GeoCoordinates,45.6865159,5.9135264, ,Vrac,Épicerie,Accepte Contenant, , , , , , , ,laRessource,https://www.facebook.com/La-Ressource-168325930220171/?fref=ts, , , , , , 
Organization,Biocoop Des Grains De Blé 2,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc240bb4eba4a87ab13/logo-superm-P.png,https://www.communecter.org/#@biocoopDesGrainsDeBle2,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87ab13,PostalAddress,83 boulevard de la République,33510,ANDERNOS LES BAINS,33005,FR,GeoCoordinates,44.7417832,-1.0980023, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopDesGrainsDeBle2,http://biocoop.fr/, , , , ,Magasin bio, 
Organization,L'épicerie 2 Pauline,LocalBusiness, ,https://www.communecter.org/#@lepicerie2Pauline,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87ab27,PostalAddress,22 rue St Julien,49000,ANGERS,49007,FR,GeoCoordinates,47.4699261,-0.5513979, ,Vrac,Épicerie,Accepte Contenant, , , , , , , ,lepicerie2Pauline,https://www.facebook.com/Lépicerie-2-Pauline-181875305501825, , , , , , 
Organization,Saveurs du primeur,LocalBusiness, ,https://www.communecter.org/#@saveursDuPrimeur,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87ab2b,PostalAddress,6 Place Hérault,49000,ANGERS,49007,FR,GeoCoordinates,47.4753555,-0.549706, ,Vrac,Épicerie,Accepte Contenant, , , , , , , ,saveursDuPrimeur,http://www.saveursduprimeur-angers.com/, , , , , , 
Organization,Bio-logique,LocalBusiness, ,https://www.communecter.org/#@biologique,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87ab2f,PostalAddress,46 rue Boisnet,49000,ANGERS,49007,FR,GeoCoordinates,47.4738698,-0.555156, ,Vrac,Produits biologiques,Accepte Contenant,Epicerie, , , , , , ,biologique,http://www.angers-boisnet.bio-logique.bio/, , , , , , 
Organization,Biocoop Doyenné,LocalBusiness, ,https://www.communecter.org/#@biocoopDoyenne,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87ab33,PostalAddress,50 Boulevard du Doyenné,49000,ANGERS,49007,FR,GeoCoordinates,47.4870628,-0.5390178, ,Vrac,Épicerie,Produits biologiques,Accepte Contenant, , , , , , ,biocoopDoyenne,http://biocoop.fr/, , , , , , 
Organization,Biocoop Artigues,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc240bb4eba4a87aba3/logo-superm-P.png,https://www.communecter.org/#@biocoopArtigues,https://www.communecter.org/api/organization/get/id/594e0fc240bb4eba4a87aba3,PostalAddress,25 Avenue de l'Île de France,33370,ARTIGUES PRES BORDEAUX,33013,FR,GeoCoordinates,44.8467136,-0.4967164, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopArtigues,http://www.biocoop.fr/, , , , ,Magasin bio, 
Organization,Bric à vrac,LocalBusiness, ,https://www.communecter.org/#@bricAVrac,https://www.communecter.org/api/organization/get/id/594e0fc340bb4eba4a87ac27,PostalAddress,28 rue Général-de-Gaulle,65200,BAGNERES DE BIGORRE,65059,FR,GeoCoordinates,43.0669524,0.1537654,"Chez Bric à vrac vous trouverez fruits, légumes, café, thé, sucre, pain, fruits secs, biscuits, chocolat, épices, céréales, fromage, yaourts, oeufs, légumineuses, féculents, oléagnieux, etc",Vrac,Épicerie,Accepte Contenant, , , , , , , ,bricAVrac,https://www.facebook.com/epiceriebricavrac/, , , , , , 
Organization,Dr Knock,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ac8f/logo-epicerie-vrac-P.png,https://www.communecter.org/#@drKnock,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ac8f,PostalAddress,43 rue du 19 mars 1962,33130,BEGLES,33039,FR,GeoCoordinates,44.8018656,-0.5565281,Chez Dr Knock vous trouverez une grande gamme de produits du mardi au samedi de 9h30 à 13h et de 15h30 à 19h30. Il vous est possible d'apporter vos contenants et aucun contenant n'est proposé.,Vrac,Épicerie,Produits biologiques,Accepte Contenant, , , , , , ,drKnock,http://docteur-knock.fr/, , , , , , 
Organization,Biocoop,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ac93/logo-superm-P.png,https://www.communecter.org/#@biocoop27,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ac93,PostalAddress,25 avenue de l’Île de France,33130,BEGLES,33039,FR,GeoCoordinates,44.8062705,-0.5523803, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoop27,http://biocoop.fr/, , , , ,Magasin bio, 
Organization,Le vrac,LocalBusiness, ,https://www.communecter.org/#@leVrac,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87acbf,PostalAddress,90 rue des granges,25000,BESANCON,25056,FR,GeoCoordinates,47.236937,6.02849,"Chez Le Vrac vous trouverez fruits, légumes, céréales, légumineuses, fruits secs, levure maltée, fromage, olives, pains, biscuits et baies de goji,",Vrac,Épicerie,Accepte Contenant,100% Vrac,ZDB MCZD, , , , , ,leVrac, , , , , , , 
Organization,Esprit Vrac,LocalBusiness, ,https://www.communecter.org/#@espritVrac,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87acc7,PostalAddress,1 Grand Rue,67660,BETSCHDORF,67339,FR,GeoCoordinates,48.8988731,7.915889, ,Vrac,Épicerie,Accepte Contenant,100% Vrac, , , , , , ,espritVrac,http://www.espritvrac.fr/, , , , , , 
Organization,Biocoop Rives d’Arcins,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ace3/logo-superm-P.png,https://www.communecter.org/#@biocoopRivesDarcins,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ace3,PostalAddress,1 rue des Frères Lumières CC Régional Rives d’Arcins,33380,BIGANOS,33051,FR,GeoCoordinates,44.6440908,-0.9696271, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopRivesDarcins,http://biocoop.fr/, , , , ,Magasin bio, 
Organization,So Bio Biganos,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ace7/logo-superm-P.png,https://www.communecter.org/#@soBioBiganos,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ace7,PostalAddress,28a rue des Fonderies,33380,BIGANOS,33051,FR,GeoCoordinates,44.637924,-0.9614101,"Chez So Bio Biganos vous trouverez fruits, légumes, viande, fromage, légumineuses, fruits secs, féculents et graines",Vrac,Épicerie,Produits biologiques,Accepte Contenant, , , , , , ,soBioBiganos,http://www.sobio.fr/magasin/biganos, , , , ,Magasin bio, 
Organization,Bio c’ Bon,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87aceb/logo-superm-P.png,https://www.communecter.org/#@bioCBon19,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87aceb,PostalAddress,39 routes des Lacs,33380,BIGANOS,33051,FR,GeoCoordinates,44.6335068,-0.9627641, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,bioCBon19,http://www.bio-c-bon.eu/fr, , , , , , 
Organization,So Bio Agen,LocalBusiness, ,https://www.communecter.org/#@soBioAgen,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad0f,PostalAddress,84 avenue de Bigorre,47550,BOE,47031,FR,GeoCoordinates,44.1805834,0.6333722,"Chez So Bio Agen vous trouverez fruits, légumes, viande, fromage, légumineuses, fruits secs, féculents et graines",Vrac,Épicerie,Produits biologiques,Accepte Contenant, , , , , , ,soBioAgen,http://www.sobio.fr/magasin/agen, , , , , , 
Organization,Chocolats Georges Larnicol - Bordeaux,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad37/logo-vrac-P.png,https://www.communecter.org/#@chocolatsGeorgesLarnicolBordeaux,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad37,PostalAddress,1 cours de l'Intendance,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8421772,-0.5747971,"Chez Chocolats Georges Larnicol, vous trouverez des biscuits et du chocolat. Aucun contenant n'est proposé.",Chocolaterie,Accepte contenant, , , , , , , , ,chocolatsGeorgesLarnicolBordeaux,http://www.chocolaterielarnicol.fr/, , , , , , 
Organization,Bobi,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad3b/logo-epicerie-vrac-P.png,https://www.communecter.org/#@bobi,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad3b,PostalAddress,111 rue de la Benauge,33100,BORDEAUX,undefined,FR,GeoCoordinates,44.840421,-0.553736,"- Fruits et légumes de saison bio ou en permaculture
- Thés et café
- Jus de pomme bio, limonade bio ou bière locale
- Chocolats
- Légumes secs en vrac
-Farine et sucre en vrac
- Piment d'espelette AOP en poudre
- Charcuterie et fromage basque
- Beurre
- Vins
- Miel bio
- Conserves basques
- Sandwichs
- Soupes
- Samoussas
- Desserts maison
- Pains bio
- Lait
- Yaourt brassés
- Oeufs
- Pâtes à tartiner
- ETC.",Vrac,Épicerie,Accepte contenant,Quartier ZZ, , , , , , ,bobi,https://www.facebook.com/BOBI-1772313933022381/, , , , ,Épicerie, 
Organization,Maison Hegara,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad3f/logo-vrac-P.png,https://www.communecter.org/#@maisonHegara,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad3f,PostalAddress,14 cours Portal,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8525393,-0.5731868, ,Vrac,Épicerie,Accepte contenant,Produits biologiques, , , , , , ,maisonHegara,http://www.maisonhegara.com/, , , , , , 
Organization,La Vie Claire,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad43/logo-superm-P.png,https://www.communecter.org/#@laVieClaire124,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad43,PostalAddress,163 avenue Louis Barthou,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8514838,-0.6098542, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,laVieClaire124,http://www.lavieclaire.com, , , , ,Magasin bio, 
Organization,Famille Mary,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad47/logo-vrac-P.png,https://www.communecter.org/#@familleMary11,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad47,PostalAddress,23 rue des Trois Conils,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8388283,-0.575392,"Épicerie spécialisée (miel confiture, pollen, propolis)",Vrac,Épicerie,Miel,Cosmétique,Accepte contenant, , , , , ,familleMary11,https://www.famillemary.fr/bordeaux, , , , , , 
Organization,Épicerie Domergue,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad4b/logo-vrac-P.png,https://www.communecter.org/#@epicerieDomergue,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad4b,PostalAddress,24 Avenue Thiers,33100,BORDEAUX,33063,FR,GeoCoordinates,44.8413983,-0.5583848, ,Vrac,Épicerie,Accepte contenant,Quartier ZZ, , , , , , ,epicerieDomergue,https://www.facebook.com/pages/Epicerie-Domergue/387800144666811, , , , , , 
Organization,Biocoop Gambetta,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad4f/logo-superm-P.png,https://www.communecter.org/#@biocoopGambetta,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad4f,PostalAddress,27 Rue Judaïque,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8417408,-0.5825174, ,Épicerie,Produits biologiques,Accepte contenant,Vrac, , , , , , ,biocoopGambetta,http://www.biocoop.fr/, , , , ,Magasin biologique, 
Organization,La Recharge,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad5b/logo-epicerie-vrac-P.png,https://www.communecter.org/#@laRecharge,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad5b,PostalAddress,38 rue Sainte-Colombe,33000,BORDEAUX,33063,FR,GeoCoordinates,44.837233,-0.5712535, ,Vrac,Épicerie,100% Vrac,Accepte contenant, , , , , , ,laRecharge,http://www.la-recharge.fr, , , , , , 
Organization,Biocoop Pasteur,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad5f/logo-superm-P.png,https://www.communecter.org/#@biocoopPasteur,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad5f,PostalAddress,40 cours Pasteur,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8329634,-0.5738668, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopPasteur,http://www.bdxpasteur.com/, , , , ,Magasin bio, 
Organization,Biocoop Caudéran,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc440bb4eba4a87ad63/logo-superm-P.png,https://www.communecter.org/#@biocoopCauderan,https://www.communecter.org/api/organization/get/id/594e0fc440bb4eba4a87ad63,PostalAddress,48 Avenue du Général Leclerc,33200,BORDEAUX,33063,FR,GeoCoordinates,44.8526067,-0.6085665, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopCauderan,http://www.biocoop.fr/, , , , ,Magasin bio, 
Organization,Le Palais des Thés,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc540bb4eba4a87ad67/logo-vrac-P.png,https://www.communecter.org/#@lePalaisDesThes7,https://www.communecter.org/api/organization/get/id/594e0fc540bb4eba4a87ad67,PostalAddress,55 cours de l’Intendance,33000,BORDEAUX,33063,FR,GeoCoordinates,44.841897,-0.5785241, ,Thé & Café,Accepte contenant,Vrac, , , , , , , ,lePalaisDesThes7,https://www.palaisdesthes.com/fr/, , , , , , 
Organization,Biocoop Chartrons,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc540bb4eba4a87ad6b/logo-superm-P.png,https://www.communecter.org/#@biocoopChartrons,https://www.communecter.org/api/organization/get/id/594e0fc540bb4eba4a87ad6b,PostalAddress,6 rue Sicard,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8520655,-0.5726781, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,biocoopChartrons,http://www.biocoop.fr/, , , , ,Magasin bio, 
Organization,Bio C Bon Albret,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc540bb4eba4a87ad6f/logo-superm-P.png,https://www.communecter.org/#@bioCBonAlbret,https://www.communecter.org/api/organization/get/id/594e0fc540bb4eba4a87ad6f,PostalAddress,59 cours d’Albret,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8325358,-0.5796135, ,Vrac,Épicerie,Produits biologiques,Accepte contenant, , , , , , ,bioCBonAlbret,http://www.bio-c-bon.eu/fr, , , , ,Magasin bio, 
Organization,Day by Day Bordeaux,LocalBusiness,https://www.communecter.org/upload/communecter/organizations/594e0fc540bb4eba4a87ad73/logo-epicerie-vrac-P.png,https://www.communecter.org/#@dayByDayBordeaux,https://www.communecter.org/api/organization/get/id/594e0fc540bb4eba4a87ad73,PostalAddress,61 rue Fondaudège,33000,BORDEAUX,33063,FR,GeoCoordinates,44.8469922,-0.5804364,"Chez Day by Day Bordeaux, il est possible d'apporter des contenants et des contenants vous sont proposés.",Vrac,Épicerie,Produits biologiques,100% Vrac,Accepte Contenant, , , , , ,dayByDayBordeaux,http://daybyday-shop.com/magasin/bordeaux, , , , , , 
